dataset,type,perspective,src_img,src_state,tgt_img,tgt_state,action
VLABench,robot,3rd,images/ep_652/frame_073645.png,states/ep_652/state_073645.npy,images/ep_652/frame_073675.png,states/ep_652/state_073675.npy,actions/ep_652/action_073645to073674.npy
VLABench,robot,3rd,images/ep_4546/frame_523644.png,states/ep_4546/state_523644.npy,images/ep_4546/frame_523674.png,states/ep_4546/state_523674.npy,actions/ep_4546/action_523644to523673.npy
VLABench,robot,3rd,images/ep_993/frame_113602.png,states/ep_993/state_113602.npy,images/ep_993/frame_113632.png,states/ep_993/state_113632.npy,actions/ep_993/action_113602to113631.npy
VLABench,robot,3rd,images/ep_697/frame_079409.png,states/ep_697/state_079409.npy,images/ep_697/frame_079439.png,states/ep_697/state_079439.npy,actions/ep_697/action_079409to079438.npy
VLABench,robot,3rd,images/ep_2264/frame_260179.png,states/ep_2264/state_260179.npy,images/ep_2264/frame_260209.png,states/ep_2264/state_260209.npy,actions/ep_2264/action_260179to260208.npy
VLABench,robot,3rd,images/ep_3189/frame_365910.png,states/ep_3189/state_365910.npy,images/ep_3189/frame_365940.png,states/ep_3189/state_365940.npy,actions/ep_3189/action_365910to365939.npy
VLABench,robot,3rd,images/ep_887/frame_101445.png,states/ep_887/state_101445.npy,images/ep_887/frame_101475.png,states/ep_887/state_101475.npy,actions/ep_887/action_101445to101474.npy
VLABench,robot,3rd,images/ep_2024/frame_232658.png,states/ep_2024/state_232658.npy,images/ep_2024/frame_232688.png,states/ep_2024/state_232688.npy,actions/ep_2024/action_232658to232687.npy
VLABench,robot,3rd,images/ep_1917/frame_220522.png,states/ep_1917/state_220522.npy,images/ep_1917/frame_220552.png,states/ep_1917/state_220552.npy,actions/ep_1917/action_220522to220551.npy
VLABench,robot,3rd,images/ep_1656/frame_189668.png,states/ep_1656/state_189668.npy,images/ep_1656/frame_189698.png,states/ep_1656/state_189698.npy,actions/ep_1656/action_189668to189697.npy
VLABench,robot,3rd,images/ep_4091/frame_470362.png,states/ep_4091/state_470362.npy,images/ep_4091/frame_470392.png,states/ep_4091/state_470392.npy,actions/ep_4091/action_470362to470391.npy
VLABench,robot,3rd,images/ep_2070/frame_237753.png,states/ep_2070/state_237753.npy,images/ep_2070/frame_237783.png,states/ep_2070/state_237783.npy,actions/ep_2070/action_237753to237782.npy
VLABench,robot,3rd,images/ep_1649/frame_188833.png,states/ep_1649/state_188833.npy,images/ep_1649/frame_188863.png,states/ep_1649/state_188863.npy,actions/ep_1649/action_188833to188862.npy
VLABench,robot,3rd,images/ep_4387/frame_504622.png,states/ep_4387/state_504622.npy,images/ep_4387/frame_504652.png,states/ep_4387/state_504652.npy,actions/ep_4387/action_504622to504651.npy
VLABench,robot,3rd,images/ep_1588/frame_181433.png,states/ep_1588/state_181433.npy,images/ep_1588/frame_181463.png,states/ep_1588/state_181463.npy,actions/ep_1588/action_181433to181462.npy
VLABench,robot,3rd,images/ep_3256/frame_374029.png,states/ep_3256/state_374029.npy,images/ep_3256/frame_374059.png,states/ep_3256/state_374059.npy,actions/ep_3256/action_374029to374058.npy
VLABench,robot,3rd,images/ep_3733/frame_428692.png,states/ep_3733/state_428692.npy,images/ep_3733/frame_428722.png,states/ep_3733/state_428722.npy,actions/ep_3733/action_428692to428721.npy
VLABench,robot,3rd,images/ep_3712/frame_426170.png,states/ep_3712/state_426170.npy,images/ep_3712/frame_426200.png,states/ep_3712/state_426200.npy,actions/ep_3712/action_426170to426199.npy
VLABench,robot,3rd,images/ep_1761/frame_201598.png,states/ep_1761/state_201598.npy,images/ep_1761/frame_201628.png,states/ep_1761/state_201628.npy,actions/ep_1761/action_201598to201627.npy
VLABench,robot,3rd,images/ep_4781/frame_550648.png,states/ep_4781/state_550648.npy,images/ep_4781/frame_550678.png,states/ep_4781/state_550678.npy,actions/ep_4781/action_550648to550677.npy
VLABench,robot,3rd,images/ep_3010/frame_345287.png,states/ep_3010/state_345287.npy,images/ep_3010/frame_345317.png,states/ep_3010/state_345317.npy,actions/ep_3010/action_345287to345316.npy
VLABench,robot,3rd,images/ep_3988/frame_458769.png,states/ep_3988/state_458769.npy,images/ep_3988/frame_458799.png,states/ep_3988/state_458799.npy,actions/ep_3988/action_458769to458798.npy
VLABench,robot,3rd,images/ep_486/frame_055495.png,states/ep_486/state_055495.npy,images/ep_486/frame_055525.png,states/ep_486/state_055525.npy,actions/ep_486/action_055495to055524.npy
VLABench,robot,3rd,images/ep_4972/frame_571960.png,states/ep_4972/state_571960.npy,images/ep_4972/frame_571990.png,states/ep_4972/state_571990.npy,actions/ep_4972/action_571960to571989.npy
VLABench,robot,3rd,images/ep_4485/frame_516517.png,states/ep_4485/state_516517.npy,images/ep_4485/frame_516547.png,states/ep_4485/state_516547.npy,actions/ep_4485/action_516517to516546.npy
VLABench,robot,3rd,images/ep_2240/frame_257316.png,states/ep_2240/state_257316.npy,images/ep_2240/frame_257346.png,states/ep_2240/state_257346.npy,actions/ep_2240/action_257316to257345.npy
VLABench,robot,3rd,images/ep_3123/frame_358441.png,states/ep_3123/state_358441.npy,images/ep_3123/frame_358471.png,states/ep_3123/state_358471.npy,actions/ep_3123/action_358441to358470.npy
VLABench,robot,3rd,images/ep_4921/frame_565764.png,states/ep_4921/state_565764.npy,images/ep_4921/frame_565794.png,states/ep_4921/state_565794.npy,actions/ep_4921/action_565764to565793.npy
VLABench,robot,3rd,images/ep_273/frame_031494.png,states/ep_273/state_031494.npy,images/ep_273/frame_031524.png,states/ep_273/state_031524.npy,actions/ep_273/action_031494to031523.npy
VLABench,robot,3rd,images/ep_1161/frame_132347.png,states/ep_1161/state_132347.npy,images/ep_1161/frame_132377.png,states/ep_1161/state_132377.npy,actions/ep_1161/action_132347to132376.npy
VLABench,robot,3rd,images/ep_2136/frame_245307.png,states/ep_2136/state_245307.npy,images/ep_2136/frame_245337.png,states/ep_2136/state_245337.npy,actions/ep_2136/action_245307to245336.npy
VLABench,robot,3rd,images/ep_2212/frame_254156.png,states/ep_2212/state_254156.npy,images/ep_2212/frame_254186.png,states/ep_2212/state_254186.npy,actions/ep_2212/action_254156to254185.npy
VLABench,robot,3rd,images/ep_3768/frame_432591.png,states/ep_3768/state_432591.npy,images/ep_3768/frame_432621.png,states/ep_3768/state_432621.npy,actions/ep_3768/action_432591to432620.npy
VLABench,robot,3rd,images/ep_1804/frame_206722.png,states/ep_1804/state_206722.npy,images/ep_1804/frame_206752.png,states/ep_1804/state_206752.npy,actions/ep_1804/action_206722to206751.npy
VLABench,robot,3rd,images/ep_322/frame_037446.png,states/ep_322/state_037446.npy,images/ep_322/frame_037476.png,states/ep_322/state_037476.npy,actions/ep_322/action_037446to037475.npy
VLABench,robot,3rd,images/ep_902/frame_103006.png,states/ep_902/state_103006.npy,images/ep_902/frame_103036.png,states/ep_902/state_103036.npy,actions/ep_902/action_103006to103035.npy
VLABench,robot,3rd,images/ep_1853/frame_212761.png,states/ep_1853/state_212761.npy,images/ep_1853/frame_212791.png,states/ep_1853/state_212791.npy,actions/ep_1853/action_212761to212790.npy
VLABench,robot,3rd,images/ep_4523/frame_520948.png,states/ep_4523/state_520948.npy,images/ep_4523/frame_520978.png,states/ep_4523/state_520978.npy,actions/ep_4523/action_520948to520977.npy
VLABench,robot,3rd,images/ep_984/frame_112579.png,states/ep_984/state_112579.npy,images/ep_984/frame_112609.png,states/ep_984/state_112609.npy,actions/ep_984/action_112579to112608.npy
VLABench,robot,3rd,images/ep_748/frame_085429.png,states/ep_748/state_085429.npy,images/ep_748/frame_085459.png,states/ep_748/state_085459.npy,actions/ep_748/action_085429to085458.npy
VLABench,robot,3rd,images/ep_3615/frame_414841.png,states/ep_3615/state_414841.npy,images/ep_3615/frame_414871.png,states/ep_3615/state_414871.npy,actions/ep_3615/action_414841to414870.npy
VLABench,robot,3rd,images/ep_892/frame_101936.png,states/ep_892/state_101936.npy,images/ep_892/frame_101966.png,states/ep_892/state_101966.npy,actions/ep_892/action_101936to101965.npy
VLABench,robot,3rd,images/ep_1328/frame_151181.png,states/ep_1328/state_151181.npy,images/ep_1328/frame_151211.png,states/ep_1328/state_151211.npy,actions/ep_1328/action_151181to151210.npy
VLABench,robot,3rd,images/ep_4208/frame_483248.png,states/ep_4208/state_483248.npy,images/ep_4208/frame_483278.png,states/ep_4208/state_483278.npy,actions/ep_4208/action_483248to483277.npy
VLABench,robot,3rd,images/ep_623/frame_070412.png,states/ep_623/state_070412.npy,images/ep_623/frame_070442.png,states/ep_623/state_070442.npy,actions/ep_623/action_070412to070441.npy
VLABench,robot,3rd,images/ep_259/frame_029613.png,states/ep_259/state_029613.npy,images/ep_259/frame_029643.png,states/ep_259/state_029643.npy,actions/ep_259/action_029613to029642.npy
VLABench,robot,3rd,images/ep_3296/frame_378745.png,states/ep_3296/state_378745.npy,images/ep_3296/frame_378775.png,states/ep_3296/state_378775.npy,actions/ep_3296/action_378745to378774.npy
VLABench,robot,3rd,images/ep_895/frame_102401.png,states/ep_895/state_102401.npy,images/ep_895/frame_102431.png,states/ep_895/state_102431.npy,actions/ep_895/action_102401to102430.npy
VLABench,robot,3rd,images/ep_1814/frame_207952.png,states/ep_1814/state_207952.npy,images/ep_1814/frame_207982.png,states/ep_1814/state_207982.npy,actions/ep_1814/action_207952to207981.npy
VLABench,robot,3rd,images/ep_621/frame_070131.png,states/ep_621/state_070131.npy,images/ep_621/frame_070161.png,states/ep_621/state_070161.npy,actions/ep_621/action_070131to070160.npy
VLABench,robot,3rd,images/ep_4917/frame_565346.png,states/ep_4917/state_565346.npy,images/ep_4917/frame_565376.png,states/ep_4917/state_565376.npy,actions/ep_4917/action_565346to565375.npy
VLABench,robot,3rd,images/ep_4214/frame_483739.png,states/ep_4214/state_483739.npy,images/ep_4214/frame_483769.png,states/ep_4214/state_483769.npy,actions/ep_4214/action_483739to483768.npy
VLABench,robot,3rd,images/ep_2581/frame_296599.png,states/ep_2581/state_296599.npy,images/ep_2581/frame_296629.png,states/ep_2581/state_296629.npy,actions/ep_2581/action_296599to296628.npy
VLABench,robot,3rd,images/ep_4464/frame_514346.png,states/ep_4464/state_514346.npy,images/ep_4464/frame_514376.png,states/ep_4464/state_514376.npy,actions/ep_4464/action_514346to514375.npy
VLABench,robot,3rd,images/ep_94/frame_010764.png,states/ep_94/state_010764.npy,images/ep_94/frame_010794.png,states/ep_94/state_010794.npy,actions/ep_94/action_010764to010793.npy
VLABench,robot,3rd,images/ep_2664/frame_305992.png,states/ep_2664/state_305992.npy,images/ep_2664/frame_306022.png,states/ep_2664/state_306022.npy,actions/ep_2664/action_305992to306021.npy
VLABench,robot,3rd,images/ep_3920/frame_450844.png,states/ep_3920/state_450844.npy,images/ep_3920/frame_450874.png,states/ep_3920/state_450874.npy,actions/ep_3920/action_450844to450873.npy
VLABench,robot,3rd,images/ep_2369/frame_271833.png,states/ep_2369/state_271833.npy,images/ep_2369/frame_271863.png,states/ep_2369/state_271863.npy,actions/ep_2369/action_271833to271862.npy
VLABench,robot,3rd,images/ep_4648/frame_535343.png,states/ep_4648/state_535343.npy,images/ep_4648/frame_535373.png,states/ep_4648/state_535373.npy,actions/ep_4648/action_535343to535372.npy
VLABench,robot,3rd,images/ep_3410/frame_391297.png,states/ep_3410/state_391297.npy,images/ep_3410/frame_391327.png,states/ep_3410/state_391327.npy,actions/ep_3410/action_391297to391326.npy
VLABench,robot,3rd,images/ep_3482/frame_399751.png,states/ep_3482/state_399751.npy,images/ep_3482/frame_399781.png,states/ep_3482/state_399781.npy,actions/ep_3482/action_399751to399780.npy
VLABench,robot,3rd,images/ep_1652/frame_189227.png,states/ep_1652/state_189227.npy,images/ep_1652/frame_189257.png,states/ep_1652/state_189257.npy,actions/ep_1652/action_189227to189256.npy
VLABench,robot,3rd,images/ep_2791/frame_320392.png,states/ep_2791/state_320392.npy,images/ep_2791/frame_320422.png,states/ep_2791/state_320422.npy,actions/ep_2791/action_320392to320421.npy
VLABench,robot,3rd,images/ep_3927/frame_451558.png,states/ep_3927/state_451558.npy,images/ep_3927/frame_451588.png,states/ep_3927/state_451588.npy,actions/ep_3927/action_451558to451587.npy
VLABench,robot,3rd,images/ep_2634/frame_302594.png,states/ep_2634/state_302594.npy,images/ep_2634/frame_302624.png,states/ep_2634/state_302624.npy,actions/ep_2634/action_302594to302623.npy
VLABench,robot,3rd,images/ep_2263/frame_260109.png,states/ep_2263/state_260109.npy,images/ep_2263/frame_260139.png,states/ep_2263/state_260139.npy,actions/ep_2263/action_260109to260138.npy
VLABench,robot,3rd,images/ep_2367/frame_271734.png,states/ep_2367/state_271734.npy,images/ep_2367/frame_271764.png,states/ep_2367/state_271764.npy,actions/ep_2367/action_271734to271763.npy
VLABench,robot,3rd,images/ep_4948/frame_568896.png,states/ep_4948/state_568896.npy,images/ep_4948/frame_568926.png,states/ep_4948/state_568926.npy,actions/ep_4948/action_568896to568925.npy
VLABench,robot,3rd,images/ep_1970/frame_226559.png,states/ep_1970/state_226559.npy,images/ep_1970/frame_226589.png,states/ep_1970/state_226589.npy,actions/ep_1970/action_226559to226588.npy
VLABench,robot,3rd,images/ep_2852/frame_327517.png,states/ep_2852/state_327517.npy,images/ep_2852/frame_327547.png,states/ep_2852/state_327547.npy,actions/ep_2852/action_327517to327546.npy
VLABench,robot,3rd,images/ep_2863/frame_328690.png,states/ep_2863/state_328690.npy,images/ep_2863/frame_328720.png,states/ep_2863/state_328720.npy,actions/ep_2863/action_328690to328719.npy
VLABench,robot,3rd,images/ep_1849/frame_212140.png,states/ep_1849/state_212140.npy,images/ep_1849/frame_212170.png,states/ep_1849/state_212170.npy,actions/ep_1849/action_212140to212169.npy
VLABench,robot,3rd,images/ep_1074/frame_122344.png,states/ep_1074/state_122344.npy,images/ep_1074/frame_122374.png,states/ep_1074/state_122374.npy,actions/ep_1074/action_122344to122373.npy
VLABench,robot,3rd,images/ep_1768/frame_202501.png,states/ep_1768/state_202501.npy,images/ep_1768/frame_202531.png,states/ep_1768/state_202531.npy,actions/ep_1768/action_202501to202530.npy
VLABench,robot,3rd,images/ep_2859/frame_328228.png,states/ep_2859/state_328228.npy,images/ep_2859/frame_328258.png,states/ep_2859/state_328258.npy,actions/ep_2859/action_328228to328257.npy
VLABench,robot,3rd,images/ep_4914/frame_564941.png,states/ep_4914/state_564941.npy,images/ep_4914/frame_564971.png,states/ep_4914/state_564971.npy,actions/ep_4914/action_564941to564970.npy
VLABench,robot,3rd,images/ep_1116/frame_127146.png,states/ep_1116/state_127146.npy,images/ep_1116/frame_127176.png,states/ep_1116/state_127176.npy,actions/ep_1116/action_127146to127175.npy
VLABench,robot,3rd,images/ep_3639/frame_417324.png,states/ep_3639/state_417324.npy,images/ep_3639/frame_417354.png,states/ep_3639/state_417354.npy,actions/ep_3639/action_417324to417353.npy
VLABench,robot,3rd,images/ep_2584/frame_296846.png,states/ep_2584/state_296846.npy,images/ep_2584/frame_296876.png,states/ep_2584/state_296876.npy,actions/ep_2584/action_296846to296875.npy
VLABench,robot,3rd,images/ep_1598/frame_182660.png,states/ep_1598/state_182660.npy,images/ep_1598/frame_182690.png,states/ep_1598/state_182690.npy,actions/ep_1598/action_182660to182689.npy
VLABench,robot,3rd,images/ep_1473/frame_167798.png,states/ep_1473/state_167798.npy,images/ep_1473/frame_167828.png,states/ep_1473/state_167828.npy,actions/ep_1473/action_167798to167827.npy
VLABench,robot,3rd,images/ep_758/frame_086561.png,states/ep_758/state_086561.npy,images/ep_758/frame_086591.png,states/ep_758/state_086591.npy,actions/ep_758/action_086561to086590.npy
VLABench,robot,3rd,images/ep_1993/frame_229368.png,states/ep_1993/state_229368.npy,images/ep_1993/frame_229398.png,states/ep_1993/state_229398.npy,actions/ep_1993/action_229368to229397.npy
VLABench,robot,3rd,images/ep_556/frame_062895.png,states/ep_556/state_062895.npy,images/ep_556/frame_062925.png,states/ep_556/state_062925.npy,actions/ep_556/action_062895to062924.npy
VLABench,robot,3rd,images/ep_3252/frame_373579.png,states/ep_3252/state_373579.npy,images/ep_3252/frame_373609.png,states/ep_3252/state_373609.npy,actions/ep_3252/action_373579to373608.npy
VLABench,robot,3rd,images/ep_3990/frame_458938.png,states/ep_3990/state_458938.npy,images/ep_3990/frame_458968.png,states/ep_3990/state_458968.npy,actions/ep_3990/action_458938to458967.npy
VLABench,robot,3rd,images/ep_3023/frame_346872.png,states/ep_3023/state_346872.npy,images/ep_3023/frame_346902.png,states/ep_3023/state_346902.npy,actions/ep_3023/action_346872to346901.npy
VLABench,robot,3rd,images/ep_4700/frame_541316.png,states/ep_4700/state_541316.npy,images/ep_4700/frame_541346.png,states/ep_4700/state_541346.npy,actions/ep_4700/action_541316to541345.npy
VLABench,robot,3rd,images/ep_1462/frame_166404.png,states/ep_1462/state_166404.npy,images/ep_1462/frame_166434.png,states/ep_1462/state_166434.npy,actions/ep_1462/action_166404to166433.npy
VLABench,robot,3rd,images/ep_2698/frame_309689.png,states/ep_2698/state_309689.npy,images/ep_2698/frame_309719.png,states/ep_2698/state_309719.npy,actions/ep_2698/action_309689to309718.npy
VLABench,robot,3rd,images/ep_243/frame_027855.png,states/ep_243/state_027855.npy,images/ep_243/frame_027885.png,states/ep_243/state_027885.npy,actions/ep_243/action_027855to027884.npy
VLABench,robot,3rd,images/ep_2258/frame_259479.png,states/ep_2258/state_259479.npy,images/ep_2258/frame_259509.png,states/ep_2258/state_259509.npy,actions/ep_2258/action_259479to259508.npy
VLABench,robot,3rd,images/ep_15/frame_001466.png,states/ep_15/state_001466.npy,images/ep_15/frame_001496.png,states/ep_15/state_001496.npy,actions/ep_15/action_001466to001495.npy
VLABench,robot,3rd,images/ep_734/frame_083764.png,states/ep_734/state_083764.npy,images/ep_734/frame_083794.png,states/ep_734/state_083794.npy,actions/ep_734/action_083764to083793.npy
VLABench,robot,3rd,images/ep_1318/frame_150012.png,states/ep_1318/state_150012.npy,images/ep_1318/frame_150042.png,states/ep_1318/state_150042.npy,actions/ep_1318/action_150012to150041.npy
VLABench,robot,3rd,images/ep_2196/frame_252165.png,states/ep_2196/state_252165.npy,images/ep_2196/frame_252195.png,states/ep_2196/state_252195.npy,actions/ep_2196/action_252165to252194.npy
VLABench,robot,3rd,images/ep_817/frame_093256.png,states/ep_817/state_093256.npy,images/ep_817/frame_093286.png,states/ep_817/state_093286.npy,actions/ep_817/action_093256to093285.npy
VLABench,robot,3rd,images/ep_4386/frame_504450.png,states/ep_4386/state_504450.npy,images/ep_4386/frame_504480.png,states/ep_4386/state_504480.npy,actions/ep_4386/action_504450to504479.npy
VLABench,robot,3rd,images/ep_3977/frame_457227.png,states/ep_3977/state_457227.npy,images/ep_3977/frame_457257.png,states/ep_3977/state_457257.npy,actions/ep_3977/action_457227to457256.npy
VLABench,robot,3rd,images/ep_1208/frame_137484.png,states/ep_1208/state_137484.npy,images/ep_1208/frame_137514.png,states/ep_1208/state_137514.npy,actions/ep_1208/action_137484to137513.npy
VLABench,robot,3rd,images/ep_3368/frame_386499.png,states/ep_3368/state_386499.npy,images/ep_3368/frame_386529.png,states/ep_3368/state_386529.npy,actions/ep_3368/action_386499to386528.npy
VLABench,robot,3rd,images/ep_2003/frame_230210.png,states/ep_2003/state_230210.npy,images/ep_2003/frame_230240.png,states/ep_2003/state_230240.npy,actions/ep_2003/action_230210to230239.npy
VLABench,robot,3rd,images/ep_2757/frame_316449.png,states/ep_2757/state_316449.npy,images/ep_2757/frame_316479.png,states/ep_2757/state_316479.npy,actions/ep_2757/action_316449to316478.npy
VLABench,robot,3rd,images/ep_78/frame_008668.png,states/ep_78/state_008668.npy,images/ep_78/frame_008698.png,states/ep_78/state_008698.npy,actions/ep_78/action_008668to008697.npy
VLABench,robot,3rd,images/ep_4325/frame_496580.png,states/ep_4325/state_496580.npy,images/ep_4325/frame_496610.png,states/ep_4325/state_496610.npy,actions/ep_4325/action_496580to496609.npy
VLABench,robot,3rd,images/ep_1472/frame_167733.png,states/ep_1472/state_167733.npy,images/ep_1472/frame_167763.png,states/ep_1472/state_167763.npy,actions/ep_1472/action_167733to167762.npy
VLABench,robot,3rd,images/ep_1726/frame_197576.png,states/ep_1726/state_197576.npy,images/ep_1726/frame_197606.png,states/ep_1726/state_197606.npy,actions/ep_1726/action_197576to197605.npy
VLABench,robot,3rd,images/ep_54/frame_005891.png,states/ep_54/state_005891.npy,images/ep_54/frame_005921.png,states/ep_54/state_005921.npy,actions/ep_54/action_005891to005920.npy
VLABench,robot,3rd,images/ep_1331/frame_151490.png,states/ep_1331/state_151490.npy,images/ep_1331/frame_151520.png,states/ep_1331/state_151520.npy,actions/ep_1331/action_151490to151519.npy
VLABench,robot,3rd,images/ep_792/frame_090184.png,states/ep_792/state_090184.npy,images/ep_792/frame_090214.png,states/ep_792/state_090214.npy,actions/ep_792/action_090184to090213.npy
VLABench,robot,3rd,images/ep_2609/frame_299616.png,states/ep_2609/state_299616.npy,images/ep_2609/frame_299646.png,states/ep_2609/state_299646.npy,actions/ep_2609/action_299616to299645.npy
VLABench,robot,3rd,images/ep_850/frame_097080.png,states/ep_850/state_097080.npy,images/ep_850/frame_097110.png,states/ep_850/state_097110.npy,actions/ep_850/action_097080to097109.npy
VLABench,robot,3rd,images/ep_71/frame_007755.png,states/ep_71/state_007755.npy,images/ep_71/frame_007785.png,states/ep_71/state_007785.npy,actions/ep_71/action_007755to007784.npy
VLABench,robot,3rd,images/ep_4619/frame_532186.png,states/ep_4619/state_532186.npy,images/ep_4619/frame_532216.png,states/ep_4619/state_532216.npy,actions/ep_4619/action_532186to532215.npy
VLABench,robot,3rd,images/ep_818/frame_093432.png,states/ep_818/state_093432.npy,images/ep_818/frame_093462.png,states/ep_818/state_093462.npy,actions/ep_818/action_093432to093461.npy
